id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16905106,Designer Annex Loft with Sunset Deck and Parking,33371538,Gail,,Palmerston-Little Italy,43.65917,-79.41037,Entire home/apt,186,5,70,2022-09-30,0.94,7,74,13,STR-2202-HGHRVJ
24743672,Upper Beaches Hidden Gem (Queen Bed & Yoga Room),702688,Vikram,,East End-Danforth,43.68716,-79.30669,Private room,67,1,91,2023-04-04,1.52,1,132,29,STR-2202-FSBRVC
47872996,cozy Luxury  Midtown Toronto Home 2 BD/1 BA,46169106,Narges,,Leaside-Bennington,43.71123,-79.3664,Entire home/apt,265,28,7,2022-09-17,0.28,2,44,3,STR-2012-FKLXVB
18592047,"Cozy, Clean, Comfort Deluxe room",129102826,Palmy,,West Hill,43.77106,-79.1912,Private room,58,35,13,2022-08-31,0.18,7,351,1,
676859970728991338,"Private den, with single bed in the heart of TO",253954932,Daniel,,Waterfront Communities-The Island,43.6413213,-79.4001128,Shared room,44,28,5,2022-08-22,0.61,5,23,5,STR-2207-FWGRVD
678877936005908203,Beautiful 1 bedroom apt in the West end of Toronto,471469875,Nieves,,Little Portugal,43.65025,-79.43521,Entire home/apt,150,28,0,,,3,0,0,
682651475100819317,Beautiful & central loft/ condo,37283783,Rachel,,Little Portugal,43.64202,-79.42442,Entire home/apt,75,77,1,2022-10-31,0.19,1,87,1,
37884211,Bright condo Downtown,286970349,Bao,,Waterfront Communities-The Island,43.64336,-79.38094,Entire home/apt,335,28,12,2019-11-23,0.27,1,65,0,
859656741293797869,9-2 Spacious Studio Downtown,506794660,Hai,,Kensington-Chinatown,43.65729,-79.40251,Entire home/apt,119,33,0,,,105,344,0,
20010119,Cozy room close to the heart of Toronto,142041828,Lidia,,Palmerston-Little Italy,43.65693,-79.42111,Private room,64,2,406,2023-04-07,5.86,1,66,60,STR-2010-GHXRPF
41147280,High in the Sky Hotel Style Sub Penthouse,322223428,Alex,,Church-Yonge Corridor,43.65245,-79.37863,Entire home/apt,120,31,31,2022-09-01,0.78,1,117,3,
47922659,Ent. District- 2BR + 1.5 BA + Free Parking!,234302442,Satwant,,Waterfront Communities-The Island,43.640943796546495,-79.38275971953307,Entire home/apt,120,28,27,2022-10-17,1.41,1,125,21,STR-2209-GBFRVD
691393532330814525,Cozy 1 Bedroom Unit With Office & Backyard,24232740,Jacqueline,,Dovercourt-Wallace Emerson-Junction,43.66321,-79.44042,Entire home/apt,150,2,3,2023-02-20,0.72,1,0,3,STR-2209-FLYRVC
642787271609844990,Beautiful Cozy 1-BR Condo unit + Balcony,353113443,Michael,,South Parkdale,43.63945,-79.42504,Entire home/apt,160,2,23,2023-03-26,2.88,1,239,23,STR-2206-GZBXVH
28465163,New Designer Guest Suite with Private Entrance,214876581,Arash,,Willowdale East,43.76625,-79.40629,Entire home/apt,129,30,28,2020-02-06,0.51,1,169,0,
23234034,Sarah's Homestay,172872587,Radie,,York University Heights,43.74759,-79.49324,Private room,33,28,13,2022-12-19,0.21,3,250,2,
580529162219556750,Bed in 4-Bed Female Dorm,440334158,Samesun,,Kensington-Chinatown,43.656918,-79.403168,Shared room,61,1,42,2023-03-05,3.26,4,353,41,Exempt
800081193085860245,Centre of Downtown Toronto,138553253,Brandon,,Bay Street Corridor,43.66121990222165,-79.38505211722182,Entire home/apt,220,3,6,2023-03-31,2.37,1,122,6,STR-2206-HGVXVJ
653052191020047872,Stunning 5 Star Victorian in Leslieville,16307377,Andrea,,South Riverdale,43.6666805,-79.3461706,Entire home/apt,389,2,2,2023-01-04,0.24,1,20,2,STR-2206-JDGRVM
48554664,Cute 1 Bedroom with Back Deck,101367910,Rolyn,,Dovercourt-Wallace Emerson-Junction,43.663,-79.42945,Entire home/apt,67,28,147,2022-01-15,5.80,2,74,0,STR-2101-HLHKVK
31833294,✨Spacious Room in Shared  House by Finch Subway ✨,11418370,Claude,,Willowdale West,43.77597,-79.43214,Private room,50,28,16,2023-02-06,0.32,13,249,2,
48529904,Renovated & spacious guest suite in Corso Italia,6213695,Emily,,Corso Italia-Davenport,43.68423,-79.4475,Entire home/apt,350,28,34,2022-12-12,1.41,1,0,12,STR-2103-HCQRVJ
618287593424244581,Bright 2nd-Floor 2 BR Apartment in Historic Annex,11584999,Patrick,,University,43.66574,-79.40607,Entire home/apt,249,4,29,2022-12-21,2.82,4,108,29,STR-2204-FLLHHB
775573079511354976,Cozy 2 Bedroom Home in the Junction,13131435,Charles,,Junction Area,43.66620876847771,-79.47850714232786,Entire home/apt,125,4,5,2023-03-12,1.56,1,10,5,STR-2212-GKDPHS
852129933918439895,Lovely 2BR - Free Parking CN Tower & Lakeview,505569403,Payal,,Waterfront Communities-The Island,43.64119094771388,-79.38245496920706,Entire home/apt,290,1,0,,,1,159,0,STR-2012-FQXVHC
859664179504123397,9-2 Spacious Studio Downtown,506794660,Hai,,University,43.658772767292824,-79.40271848767397,Entire home/apt,119,33,0,,,105,344,0,
40818252,3 Level Town in High Park-Junction,18896932,Magdalena,,Junction Area,43.67408,-79.46715,Entire home/apt,268,7,8,2023-01-02,0.25,1,56,5,STR-2105-HFBKVJ
45654170,3A /Private Master Bedroom-Coliving Heritage House,93939378,Lisa,,Annex,43.66865,-79.40358,Private room,92,28,16,2023-03-11,0.65,8,117,11,STR-2012-GFRVHF
855321245280970716,Relaxing28 - Private Bedroom,381313504,Huazhu,,Waterfront Communities-The Island,43.64615148253594,-79.40214894985428,Private room,46,28,0,,,10,61,0,
21126450,AFFORDABLE AND COZY ROOM CLOSE TO DOWNTOWN,150583020,Vladimir,,Ionview,43.73605,-79.27611,Private room,55,28,25,2022-10-02,0.37,11,221,5,
849305528380048516,Cozy Studio + View | ScotiaArena,486098531,Nicholaus,,Waterfront Communities-The Island,43.64018,-79.38083,Entire home/apt,174,2,1,2023-04-07,1,1,125,1,STR-2211-GJKPHS
723918714863858231,Lovely 1-bedroom condo apartment in old Toronto,354839536,Aurélie,,Church-Yonge Corridor,43.650915237279314,-79.3760233430458,Entire home/apt,71,13,1,2023-02-12,0.54,1,2,1,STR-2212-GWPBHV
727329818081386539,Classy Industrial Venue + Prime Location & Parking,129499579,Valeria,,South Parkdale,43.637159,-79.42712,Private room,150,28,3,2022-11-27,0.56,2,0,3,STR-2201-HLPRVK
731805693426933504,Modern 1-BR Condo in DT Toronto,785826,Sky View,,Waterfront Communities-The Island,43.64871,-79.38796,Entire home/apt,165,28,0,,,142,0,0,
34119611,"Toronto Downtown Condo, next to CN tower Fast Wifi",149273127,Lucas,,Waterfront Communities-The Island,43.64225,-79.38213,Entire home/apt,124,28,10,2023-01-29,0.21,2,153,2,
736246050546155305,The Rock: 3BR Home steps to Corso Italia+Junction,79526577,Dominic,,Weston-Pellam Park,43.678,-79.45964,Entire home/apt,339,4,11,2023-03-20,2.44,1,161,11,STR-2210-HGFRVJ
813060589586640715,Luxury condo w/ CN tower view,464593454,Breanna,,Waterfront Communities-The Island,43.64595,-79.39201,Entire home/apt,240,28,0,,,1,303,0,
48606614,Work/Relax at a Modern Apt Downtown. Parking Inc.,8540894,Yani,,Church-Yonge Corridor,43.66174,-79.37881,Entire home/apt,199,60,1,2021-04-30,0.04,10,0,0,
758826647711550852,Cozy & Warm Loft with 2 Beds Steps from Lakeshore!,342453116,Ty,,Niagara,43.63905,-79.4121,Entire home/apt,213,2,3,2023-01-02,0.64,3,204,3,STR-2206-GRBXVG
46990393,4 BEDROOMS BEAUTIFUL HOME IN HEART OF DOWNTOWN!,579683,Liron,,Trinity-Bellwoods,43.64807,-79.40565,Entire home/apt,150,28,2,2021-09-04,0.10,4,278,0,STR-1234AbCdD
48681938,Upscale 1 Bedroom In The Heart of Little Italy,19870929,Alex,,Trinity-Bellwoods,43.65344,-79.41529,Entire home/apt,70,28,1,2021-05-31,0.04,1,0,0,
860992690297523389,Family home in Seaton Village,469449324,Beverley,,Annex,43.667657745415724,-79.41885218037208,Entire home/apt,222,30,0,,,1,99,0,
16833290,"Sunny, bright, modern basement studio in Wilowdale",37683342,Sanaz,,Newtonbrook East,43.78469,-79.40994,Entire home/apt,67,90,3,2018-10-01,0.04,1,362,0,
816894101015584637,Cozy 2BR Condo +parking +downtown Toronto views,498957020,Louise,,Waterfront Communities-The Island,43.64129,-79.38102,Entire home/apt,383,28,0,,,1,264,0,
23310396,Beautiful 2bd/2ba- The Heart of DT w/ Free Parking,216940957,Carl,,Waterfront Communities-The Island,43.6418,-79.38188,Entire home/apt,200,30,197,2022-12-28,3.16,4,286,6,
16175000,VIP's URBAN HAVEN -1BR HEART OF FINANCIAL DISTRICT,103698287,Paul,,Bay Street Corridor,43.6494,-79.38112,Entire home/apt,259,28,129,2022-09-23,1.70,4,90,1,
50064022,Luxurious + trendy studio w/ PATIO in the Junction,25405628,Jacob,,Dovercourt-Wallace Emerson-Junction,43.66587,-79.45608,Entire home/apt,252,30,30,2023-02-21,1.41,1,165,16,STR-2105-GXKXVH
10458594,Beach Studio in Toronto! La Playa!,13633667,Nuria,,East End-Danforth,43.68365,-79.29527,Entire home/apt,52,28,75,2022-06-30,0.87,2,37,2,
624020262387332666,Quiet one bedroom overlooking the Golf course,458474659,Benjamin,,Kingsview Village-The Westway,43.70345,-79.54816,Private room,74,1,30,2023-03-30,2.83,1,355,30,STR-2205-GMGPHG
52768649,New Cozy Deluxe 2BR+2BTH suite near YYZ Airport.,383288144,Foletia,,Humber Summit,43.7503,-79.56814,Entire home/apt,187,3,12,2023-03-19,0.77,1,339,10,STR-2201-JDVRVM
774928990702946132,R5号精致客房极速光纤网络免费停车,465912346,Moses,,Milliken,43.8098,-79.30046,Private room,41,28,0,,,7,351,0,STR-2206-FXXDVD
51508059,Serene Family Home w/Backyard & Parking,34865317,Christina,,Oakwood Village,43.68073,-79.44021,Entire home/apt,535,3,16,2023-03-05,0.80,1,147,12,STR-2102-GDTDVF
839286221263433278,Spacious private unit w/parking,479418418,Narges,,Edenbridge-Humber Valley,43.679796971097865,-79.51667705410874,Private room,102,2,0,,,1,330,0,STR-2208-HDYPHJ
741326652498721127,Cozy - 1BR in DT Toronto,785826,Sky View,,Bay Street Corridor,43.64922,-79.38673,Entire home/apt,128,28,0,,,142,27,0,
811588848003075462,"2BR APT w/Parking&WFH - CN tower,MTCC,Scotia Arena",495732612,Nan Kun,,Waterfront Communities-The Island,43.641891,-79.382317,Entire home/apt,317,1,1,2023-03-31,1,1,120,1,STR-2202-FLPRVB
27607951,Modern Toronto Home in Quiet Surrounding. 3 bdrm.,3483405,Greg,,Broadview North,43.69788,-79.35019,Entire home/apt,220,6,5,2022-08-05,0.09,1,47,2,STR-2010-HHHDPJ
802313719158070160,Spacious 1 BR Condo w/ CN Tower & City View,495592076,Thomas,,Waterfront Communities-The Island,43.6417442,-79.3819559,Entire home/apt,252,1,0,,,1,133,0,STR-2010-GRKRPG
46860121,Fully Furnished Private Bedroom Downtown Toronto,146096323,Nilam,,Church-Yonge Corridor,43.66128,-79.38001,Private room,900,30,0,,,1,365,0,
37880884,Bright & Spacious Bedroom w/ Private Washrm #203,286934409,Rongzhi,,Wexford/Maryvale,43.76626,-79.30475,Private room,87,1,60,2023-03-11,1.36,4,39,25,STR-2010-GBBDVD
597210910281588034,Little Golden Basement apartment,1795454,Tatjana,,Roncesvalles,43.6533316757961,-79.44867083687903,Entire home/apt,85,29,0,,,1,334,0,
860385170728530685,20C Private Suite Downtown TO,507123143,Nami,,Kensington-Chinatown,43.65457,-79.40666,Entire home/apt,135,33,0,,,124,342,0,
46448529,Luxurious Condo in the Heart of Scarborough,21172148,Paul,,Bendale,43.7723,-79.2546,Entire home/apt,120,90,2,2022-06-18,0.08,2,189,1,
813989703803066851,Cozy & Upscale 3BR Apt - Near High Park!,497295226,Beni,,High Park-Swansea,43.65480422607177,-79.45265626947807,Entire home/apt,326,1,2,2023-03-19,1.62,1,283,2,STR-2201-FPLDVC
742767250138968818,2-Bedrooms Condo In Downtown TO! Free Parking,53775746,Juvenal Jose,,Niagara,43.6365866,-79.40465999999999,Entire home/apt,216,2,17,2023-03-26,3.78,1,0,17,STR-2211-FSDKVC
744935873767960019,Adorable 2 Bedroom Guest House with Large Backyard,46402924,Darren,,Junction Area,43.66748,-79.47224,Entire home/apt,75,30,2,2023-03-31,0.88,2,0,2,
